text,label,source,page
В ООН визнали підготовку до нової «штучної» пандемії,1,stopfake,3
Бустерна доза вакцини проти COVID-19 посилює ріст ракових клітин,1,stopfake,3
"У крові вакцинованих від COVID-19 можна виявити графен, уламки металу та гельмінтів",1,stopfake,4
AstraZeneca і «Спутник Лайт» – це однакові вакцини,1,stopfake,4
У Канаді розглядають позов проти ВООЗ та Давоса щодо злочинів проти людяності,1,stopfake,4
В Україні запроваджують черговий локдаун на три тижні,1,stopfake,4
"Літаки розпорошують із повітря «бацилу-реактив «омікрон»», – фотодоказ",1,stopfake,4
"Білл Гейтс особисто зізнався, що вакцини змінюють ДНК людини",1,stopfake,4
"У Вашингтоні створено «ковід-табори», затримують цілі сім’ї",1,stopfake,4
"Фейки Соловйова і М’ясникова про коронавірус: при «омікроні» смертність не зростає, але кожних три",1,stopfake,4
Захворюваність серед повністю вакцинованих людей «пришвидшується» з кожним тижнем – документ,1,stopfake,4
"Вчені у Швеції довели, що вакцини від COVID-19 виснажують імунну систему",1,stopfake,4
Австралійський політик Марк Макговен інсценував вакцинацію від COVID-19,1,stopfake,5
Лабораторії в США не можуть знайти COVID-19 у жодному із 1500 позитивних тестів,1,stopfake,5
В усьому світі зростає кількість авіакатастроф через вакцинованих пілотів,1,stopfake,5
Ротшильди запатентували метод тестування на COVID-19 за чотири роки до пандемії,1,stopfake,5
Відеофейк: ПЛР-тести є радіоактивними,1,stopfake,5
"Очільник ВООЗ заявив, що вакцини проти COVID-19 «використовують для вбивства дітей»",1,stopfake,5
Одна з побічних реакцій на вакцини від COVID-19 – повна сліпота,1,stopfake,5
"Насувається «невиліковна» епідемія, «гірша за COVID-19»",1,stopfake,5
Аргентинський футболіст Серхіо Агуеро завершує кар’єру через наслідки вакцинації,1,stopfake,5
"Українці, які отримали тисячу гривень за вакцинацію, мають подати декларацію про доходи",1,stopfake,5
Відеофейк: У Німеччині фермери протестують проти паспортів вакцинації та уряду,1,stopfake,6
Щеплення від COVID-19 шкодять імунній системі – дослідження,1,stopfake,6
Співачку Селін Діон паралізувало внаслідок вакцинації від COVID-19,1,stopfake,6
«Омікрон» вражає переважно вакцинованих людей,1,stopfake,6
У Франції поліція тікає від протестувальників проти карантинних обмежень,1,stopfake,6
Медичний журнал «Ланцет» розгромив злочинну політику примусу до вакцинації,1,stopfake,6
У супермаркетах Німеччини щеплених і не щеплених розділяють металевою огорожею,1,stopfake,6
У Сербії тисячі людей протестували проти «вигаданої» пандемії та вакцин,1,stopfake,6
Очільниця Єврокомісії закликає скасувати Нюрнберзький кодекс,1,stopfake,6
"Людям, які перехворіли на COVID-19, не потрібно вакцинуватися",1,stopfake,6
Фейки американського сенатора Рона Джонсона про «примусову» вакцинацію від COVID-19,1,stopfake,7
Неймовірна конспірологія: чим схожі теорії змов про Covid-19,1,stopfake,7
«Всесвітній уряд» підготував «таємну» пандемічну угоду та нові епідемії,1,stopfake,7
Пандемія і фейки. Як Росія і Китай поширюють дезінформацію про коронавірус – дослідження,1,stopfake,7
Білл Гейтс стоїть за появою штаму «Омікрон» в Африці,1,stopfake,7
Відомий лікар попередив про загрозу штаму «Омікрон» для українців,1,stopfake,7
"2,5 мільйона жертв після вакцинації від COVID-19 – статистика ВООЗ",1,stopfake,7
План пандемії коронавірусу було заявлено ще на відкритті Олімпіади 1992 року,1,stopfake,7
У Татарстані з’ясували природу COVID-19,1,stopfake,7
"Кожен орган тіла померлої людини був заражений білковими шипами «завдяки вакцині», — дослідження",1,stopfake,7
"Молодші за 60 років вакциновані англійці помирають вдвічі частіше, ніж невакциновані",1,stopfake,8
"Розхвалені «Вестями недели» «нові вітчизняні ліки» від COVID-19 є давно відомими, неефективними та токсичними",1,stopfake,8
Корінних австралійців примусово вакцинують від COVID-19,1,stopfake,8
"Існують люди, які «не підчеплять COVID-19» навіть при контакті з хворими",1,stopfake,8
"У чоловіків, яких вакцинували від COVID-19, виявили мертві сперматозоїди",1,stopfake,8
"Медсестра зі Словенії викрила змову, що стоїть за вакцинацією від COVID-19",1,stopfake,8
Вакцинація від COVID-19 підвищує ризик внутрішньоутробної смерті плода,1,stopfake,8
Понад 75 спортсменів раптово померли або серйозно захворіли після вакцинації,1,stopfake,8
"В Італії штурмували торговий центр, який вимагає від людей COVID-сертифікати",1,stopfake,8
Білл Гейтс визнав неефективність вакцин проти COVID-19,1,stopfake,8
У Швеції 87% померлих від COVID – повністю вакциновані,1,stopfake,9
У Німеччині лікар наклав на себе руки через «брехню про вакцинацію»,1,stopfake,9
Японія відмовляється від вакцинації проти COVID-19 і переходить на івермектин,1,stopfake,9
"Вакциновані можуть передавати вірус через шкіру та викликати викидні, – Pfizer",1,stopfake,9
"Епідемії COVID-19 немає, – підтвердили в МОЗ",1,stopfake,9
В Україні стане обов’язковою вакцинація проти COVID-19 для дітей 5-12 років,1,stopfake,9
Спайк-білок у вакцині від COVID-19 викликає низку захворювань,1,stopfake,9
Пандемію використовують для впровадження генно-клітинної терапії – президент Bayer,1,stopfake,9
Відеофейк: Австрія марширує проти ізоляції для невакцинованих,1,stopfake,9
Вакцинація проти COVID-19 – експериментальна генна терапія,1,stopfake,9
В Україні запроваджують комендантську годину через спалах COVID-19,1,stopfake,10
У тілах вакцинованих від COVID-19 виявили наночипи,1,stopfake,10
Європарламент виступив проти COVID-сертифікатів,1,stopfake,10
В Україні протоколи лікування COVID-19 – злочинні,1,stopfake,10
В Одесі почали «мітити» квартири з невакцинованими,1,stopfake,10
Заяви доктора Райана Коула про шкоду вакцинації проти COVID-19,1,stopfake,10
QR-код на COVID-сертифікатах перетворює людину на товар,1,stopfake,10
У Норвегії смертність від COVID-19 знизилася після скасування карантинних обмежень,1,stopfake,10
В Україні запроваджують обов’язкові браслети з мітками для вакцинованих,1,stopfake,10
У вакцини Johnson & Johnson виявлено новий побічний ефект,1,stopfake,10
Італійські стюардеси відмовляються від вакцинації проти COVID-19,1,stopfake,11
"Гендиректора Pfizer заарештовано, акції фармкомпаній обвалилися",1,stopfake,11
У Хорватії заборонили вакцинацію від COVID-19,1,stopfake,11
COVID-19 настає внаслідок отруєння фосгеном,1,stopfake,11
"Набутий імунітет – краще, ніж вакцинація від COVID-19",1,stopfake,11
У США 90% госпіталізованих пацієнтів із COVID-19 повністю вакциновані,1,stopfake,11
Про що російська пропаганда бреше жителям Німеччини,1,stopfake,11
Чи вакцинувався б Ісус? Пропаганда російської церкви підігріває антивакцинаторські настрої. Але не в Росії,1,stopfake,11
"Роздвоєння публічності. Як RT транслює фейки про щеплення на західну аудиторію, а на російську",1,stopfake,11
В Уельсі більшість госпіталізованих із COVID-19 – щеплені,1,stopfake,11
В Україні впроваджують штрафи для невакцинованих,1,stopfake,12
У Південній Африці 13 дітей померло від вакцини проти COVID-19,1,stopfake,12
"Фаучі заявив, що люди не мають права на власне рішення щодо вакцинації",1,stopfake,12
В українських школах скасували карантин із 3 листопада,1,stopfake,12
В Італії протестувальники проти вакцинації заблокували порт,1,stopfake,12
У Броварах просто під пунктом вакцинації помер чоловік,1,stopfake,12
У США будують концтабори для невакцинованих – все офіційно,1,stopfake,12
У Великій Британії більшість смертей від COVID-19 – серед вакцинованих,1,stopfake,12
В Україні примусово робитимуть щеплення від COVID-19 дітям у дитбудинках,1,stopfake,12
Очільник ВООЗ заявив про нездатність вакцин зупинити пандемію коронавірусу,1,stopfake,12
Мета вакцинації – викликати колективний СНІД,1,stopfake,13
"Дані Університету Гопкінса доводять, що вакцинація посилила пандемію COVID-19",1,stopfake,13
Вакцинація проти COVID-19 викликає хворобу Паркінсона,1,stopfake,13
"На Тайвані від вакцинації померло більше людей, ніж від COVID-19",1,stopfake,13
Лікування від COVID-19 навмисно не розробляють,1,stopfake,13
У Львові заборонили ходити до продуктових магазинів без COVID-сертифіката,1,stopfake,13
"Немає сенсу в тому, що з різними хворобами можна їсти в ресторанах, а",1,stopfake,13
МОЗи усіх країн світу переходять під управління ВООЗ,1,stopfake,13
В Україні терміново впроваджують локдаун,1,stopfake,13
"Ймовірність смерті дітей від вакцини втричі вища, ніж від COVID-19",1,stopfake,13
Серед вакцинованих від COVID-19 – масові випадки раку,1,stopfake,14
"Іспанія офіційно визнала, що скидала «хімтрейли» з літаків",1,stopfake,14
В Україні встановлять камери для контролю за невакцинованими,1,stopfake,14
мРНК-вакцини від COVID-19 викликають мутації у новонароджених,1,stopfake,14
Більшість госпіталізованих із СOVID-19 в Україні – вакциновані,1,stopfake,14
У Києві спецтехніка розпорошує отруту,1,stopfake,14
Кабмін заборонив подорожувати регіонами України,1,stopfake,14
"Землетрус знищив церкву на Криті, де було облаштовано центр вакцинації",1,stopfake,14
У Німеччині в результаті вакцинації померло 1254 людини,1,stopfake,14
"Винайшли 3D чип-пластир, який імплантують в організм вакцинованих",1,stopfake,14
«Чистий мозок» — дайджест спростувань медичних міфів №3,1,stopfake,15
Відеофейк: Смартфон зчитує штрих-код на місці уколу вакциною,1,stopfake,15
«Завтра» 8 областей України закриваються на локдаун,1,stopfake,15
МЗС Росії назвало закриття німецьких YouTube-каналів RT «планом “Інфобарбаросса”». За що їх насправді закрили,1,stopfake,15
Ігор Яковенко: Новий Мюнхен і проблеми санітарії,1,stopfake,15
Президент Зеленський дозволив зняти маски,1,stopfake,15
"Кров під мікроскопом засвідчує, що щеплення робить усіх хворими",1,stopfake,15
Деякі напої можуть спровокувати позитивний результат на Covid-19,1,stopfake,15
Біохімік Янг виявив у вакцинах проти COVID-19 паразитів,1,stopfake,15
Побічні ефекти вакцин від COVID-19 у десятки разів перевищують такі ефекти від вакцин,1,stopfake,15
Тестування вакцин на безпеку не відповідає науковому стандарту,1,stopfake,16
CDC змінив визначення слова «вакцина» і підтвердив її неефективність,1,stopfake,16
Батьки з Чернігова відстояли право вчителів ходити на роботу «без уколів»,1,stopfake,16
Користувачі iPhone 13 мусять підтвердити статус вакцинації перед розблокуванням телефону,1,stopfake,16
Виявлено новий побічний ефект вакцин Pfizer і Moderna – вражає молодих,1,stopfake,16
"В Україні з 25 вересня запровадили локдаун, низка регіонів потрапила в «червону зону»",1,stopfake,16
У Румунії закрили всі центри вакцинації,1,stopfake,16
Ковід-сертифікати в Україні запроваджують для сегрегації населення,1,stopfake,16
У Великобританії не впроваджуватимуть паспорти вакцинації від COVID-19,1,stopfake,16
Інфодемія: як Кремль сприяє поширенню COVID-19 в Україні,1,stopfake,16
«Чистий мозок» — дайджест спростувань медичних міфів №1,1,stopfake,17
Протести проти «коронабісся» в Бразилії,1,stopfake,17
"Потрібно ізолювати вакцинованих людей, інакше вони можуть серйозно захворіти",1,stopfake,17
Пол Маккартні вакцинувався від коронавірусу «Cпутником V»,1,stopfake,17
«Армія ботів» на замовлення РФ намагалася зірвати кампанію вакцинації – СБУ,1,stopfake,17
Фотофейк: У Румунії 5 мільйонів людей вийшли на протест проти «шахрайства ковіду»,1,stopfake,17
В Україні з літаків скидають штам «Дельта»,1,stopfake,17
Вчені з усього світу виступають за досягнення колективного імунітету від COVID-19 природним шляхом,1,stopfake,17
"У МОЗ назвали міста, де студенти і школярі перейдуть на дистанційне навчання",1,stopfake,17
Часникова вода є природною вакциною від коронавірусу,1,stopfake,17
В Україні епідемія інсультів через захисні маски і вакцинацію від COVID-19,1,stopfake,18
В Афганістані з приходом Талібану зник COVID-19,1,stopfake,18
Австралійський політик отримав параліч Белла внаслідок вакцинації від COVID-19,1,stopfake,18
Польща продасть Україні прострочену вакцину від COVID-19,1,stopfake,18
В Австралії силою вакцинують тисячі дітей без згоди батьків,1,stopfake,18
Інформацію на генетичному рівні можна передавати на величезні відстані,1,stopfake,18
"Данія скасувала вакцинацію і зняла обмеження, пов’язані з коронавірусом",1,stopfake,18
Від коронавірусу помер найстаріший житель Аргентини – 131-річний рабин,1,stopfake,18
Вакцинація та протиепідемічні заходи не приносять користі – в «республіканських» штатах США немає,1,stopfake,18
В Україні школи і виші закриють на карантин з 1 вересня,1,stopfake,18
"Відмова від вакцини небезпечна тільки для того, хто відмовився",1,stopfake,19
У Львові розпочали «утилізацію» дітей із малозабезпечених сімей,1,stopfake,19
Білок «Магнето» у вакцинах від COVID-19 здатний контролювати поведінку людини,1,stopfake,19
Вакцина Pfizer ослаблює імунну систему в 5-6 разів,1,stopfake,19
Вакцини від COVID-19 сприяють поширенню і розмноженню вірусу,1,stopfake,19
У США протягом 3 днів померло 45 тисяч осіб після вакцинації від COVID-19,1,stopfake,19
В Україні запровадять черговий локдаун із 16 серпня,1,stopfake,19
Нещеплених українців позбавлять громадянства,1,stopfake,19
План штамів COVID-19 розписаний до 2023 року,1,stopfake,19
"Тестовим тампоном можна виявити тільки бактерію, але не вірус",1,stopfake,19
"Фото журналістів і лікарів, повішених за обман та медичні експерименти у Нюрнберзі",1,stopfake,20
Немає жодної різниці між щепленими і нещепленими від COVID-19,1,stopfake,20
«Китайський патент» підтверджує наявність оксиду графену в вакцинах від COVID-19 – колишня співробітниця,1,stopfake,20
Зі 127 вакцинованих жінок народити живу дитину вдалося лише 12-ти,1,stopfake,20
У Лондоні близько 2 мільйонів людей вийшли на мітинг проти «брехливої пандемії»,1,stopfake,20
Вакцина AstraZeneca проти COVID-19 була створена в 2018 році,1,stopfake,20
Металевий пил під впливом хвиль 5G провокує COVID-19,1,stopfake,20
"Лідери країн були вбиті через те, що заперечували небезпеку COVID-19",1,stopfake,20
"МОЗ України не міг виділити штам «Дельта», тому що COVID-19 – вигаданий",1,stopfake,20
В Україні запроваджують карантин для невакцинованих громадян,1,stopfake,20
База даних VAERS відображає лише 1% реакцій на вакцину,1,stopfake,21
Рада Європи планує нову пандемію,1,stopfake,21
CDC змінив критерії виявлення COVID-19 у вакцинованих людей,1,stopfake,21
Нових випадків COVID-19 найбільше в країнах-лідерах із вакцинації,1,stopfake,21
Дослідження електромагнетизму вакцинованих від COVID-19,1,stopfake,21
"У нідерландському місті Урк, де лише 2% мешканців вакциновані, немає ні хворих",1,stopfake,21
Клаус Шваб «проговорився» про підготовку кібератаки на людство,1,stopfake,21
ООН в 1997 році заборонила вакцинацію,1,stopfake,21
Компанії Moderna та Johnson & Johnson приховують склад вакцин від COVID-19,1,stopfake,21
"Ізраїль визнав, що вакцина Pfizer не діє проти коронавірусу",1,stopfake,21
"62% людей, вакцинованих від COVID-19, мають незворотні ураження серця",1,stopfake,22
"Уряд Індії заявив, що «індійський штам коронавірусу» вигадали",1,stopfake,22
У Франції поліція аплодує демонстрантам проти «примусової вакцинації»,1,stopfake,22
Слова Жака Атталі про щеплення і пандемію як спосіб очищення суспільства,1,stopfake,22
Фото з протесту в Франції проти «фармфашизму і ВООЗ»,1,stopfake,22
"Іранські військові збили рейс PS752, щоб запобігти вивезенню коронавірусу і вакцини від COVID-19",1,stopfake,22
Відеофейк: Вакцинована блогерка померла у прямому ефірі кулінарного шоу,1,stopfake,22
Оксид графену входить до складу вакцини від COVID-19,1,stopfake,22
Жодна дитина не померла від COVID-19,1,stopfake,22
На борту британського авіаносця стався спалах коронавірусу – вакцина не допомагає,1,stopfake,22
"Вакцинація неефективна і небезпечна, а пандемія COVID-19 спланована Світовим банком – інтерв’ю Стахова",1,stopfake,23
Тіло державної ваги. Чому в Росії вибухнув вакцинний бунт,1,stopfake,23
Творець вакцини Pfizer не зміг приїхати в Ізраїль через відсутність щеплення від COVID-19,1,stopfake,23
"У дітей ймовірність померти від вакцини проти COVID-19 у 50 разів вища, ніж",1,stopfake,23
"У центрі Львова спецтехніка розпорошує речовину, через яку хворіють люди",1,stopfake,23
У Швейцарії продають гомеопатію для виведення з організму вакцин від COVID-19,1,stopfake,23
У мережі з’явився «сценарій» майбутньої пандемії на 2025-2028 рр,1,stopfake,23
"Вакцина від COVID-19 небезпечна і неефективна, оскільки не захищає від штаму Delta",1,stopfake,23
"Дані VigiAccess доводять, що тисячі людей померли через вакцину від COVID-19",1,stopfake,23
"Трьом смертям, яким запобігає вакцинація, відповідають дві смерті від неї",1,stopfake,23
В Україні тепер знищують інфекційні лікарні,1,stopfake,24
"Штам «Дельта» Україні не загрожує, РНБО нагнітає паніку",1,stopfake,24
Чотири пілоти British Airways загинули через вакцинацію проти COVID-19,1,stopfake,24
масковий режим запровадили назавжди,1,stopfake,24
Вакцинація від COVID-19 є причиною виникнення нових штамів вірусу,1,stopfake,24
Усі вакцини від COVID-19 викликають тромбоз і є небезпечними для здоров’я,1,stopfake,24
"Люди, щеплені від COVID-19, не можуть літати на літаках через ризик тромбозу",1,stopfake,24
Головний санлікар України «спланував» хвилю COVID-19 на осінь і назвав хворобу «звичайною ГРВІ»,1,stopfake,24
Вакцинація від COVID-19 ускладнює перебіг коронавірусної хвороби,1,stopfake,24
"У Словенії більше немає хворих на COVID-19: там скасували маски, карантин і вакцинацію",1,stopfake,24
"Небезпеку COVID-19 дуже перебільшують, люди вмирають «просто від страху»",1,stopfake,25
"Німецький біолог виграв судову справу про те, що вірусу кору не існує",1,stopfake,25
У Техасі запровадили штраф у $ 1000 за носіння масок,1,stopfake,25
Під час пандемії COVID-19 замість людей «ховають» ящики від бананів,1,stopfake,25
Країни G7 виступили за примусову вакцинацію і проти ЗСЖ,1,stopfake,25
В Ізраїлі реєструють на 483% більше викиднів після вакцинації від COVID-19,1,stopfake,25
"Французький центр оцінки ліків заявив, що всі партії вакцин від COVID-19 повинні бути",1,stopfake,25
Данський футболіст Еріксен знепритомнів під час матчу через вакцину від COVID-19,1,stopfake,25
Червоний Хрест заборонив вакцинованим бути донорами крові,1,stopfake,25
Вакцина проти COVID-19 масово викликає міокардит у молоді,1,stopfake,25
Фейк програми «Время»: пандемія могла розпочатися через витік вірусу з американської військової лабораторії,1,stopfake,26
"спайковий білок, який «міститься у вакцинах», токсичний і здатний накопичуватися в тканинах людини",1,stopfake,26
Вакцинація від коронавірусу загрожує безпліддям і небезпечна для дітей,1,stopfake,26
Відсутність вакцинації від COVID-19 у дітей «набагато корисніша»,1,stopfake,26
РНК-вакцини викликають пріонні захворювання,1,stopfake,26
Відеофейк: Вакцина від COVID-19 магнітиться,1,stopfake,26
В 1950-і роки вже знали про пандемію COVID-19,1,stopfake,26
Вакцини від COVID-19 містять отруйну речовину «SM-102»,1,stopfake,26
Швеція визнала ПЛР-тести непридатними для виявлення інфекцій,1,stopfake,26
"Повторну вакцинацію від COVID-19 проводитимуть, оскільки потрібно кудись подіти залишкові дози",1,stopfake,26
У дітей виявлено великі проблеми з серцем після вакцинації від COVID-19,1,stopfake,27
Маски і уколи – це «природний відбір»,1,stopfake,27
Кількість жертв вакцинації в США наближається до 4 тисяч,1,stopfake,27
"Вакцинний суд США фальсифікує докази, зв’язок вакцинації й аутизму доведено",1,stopfake,27
"Помер перший у світі вакцинований від COVID-19 чоловік, – «вакцина допомагає»",1,stopfake,27
Пов’язане з Росією PR-агентство пропонувало європейським блогерам «очорнювати» Pfizer,1,stopfake,27
"Нобелівський лауреат Люк Монтаньє заявив, що всі вакциновані помруть протягом 2-х років",1,stopfake,27
У Швеції масово хворіють вакциновані від COVID-19,1,stopfake,27
У США після вакцинації Pfizer помер 15-річний підліток,1,stopfake,27
Виробники вакцин від COVID-19 можуть володіти вашими генами,1,stopfake,27
Вакцинація від COVID-19 за 4 місяці вбила понад 10 000 європейців,1,stopfake,28
Ефективність вакцин від COVID-19 становить близько 1%,1,stopfake,28
Вакцинація від COVID-19 особливо небезпечна в період статевого дозрівання,1,stopfake,28
Фотофейк: Майк Тайсон назвав пандемію «пландемією» і виступив проти вакцинації,1,stopfake,28
Відеофейк: Магніт притягається до місця введення вакцини від COVID-19,1,stopfake,28
У Нью-Йорку створюють «концтабори» для хворих на COVID-19,1,stopfake,28
Двоє немовлят померли після експериментальних щеплень від COVID-19 під час клінічних випробувань,1,stopfake,28
Вакциновані люди «виділяють» спайкові білки коронавірусу та інфікують оточення,1,stopfake,28
Мухи здатні поширювати COVID-19,1,stopfake,28
Спалах COVID-19 в Індії є «повним ошуканством»,1,stopfake,28
Апарати ШВЛ – це штучна смерть,1,stopfake,29
Японія заборонила здавати кров щепленим від COVID-19,1,stopfake,29
Українці масово звертаються за медичною допомогою після вакцинації від COVID-19,1,stopfake,29
"На грип захворіло більше українців, ніж на COVID-19",1,stopfake,29
У Великій Британії кількість викиднів збільшилася на 366% через вакцинацію проти COVID-19,1,stopfake,29
Вакцинні паспорти вводять для управління і контролю над людьми,1,stopfake,29
"60% усіх нових випадків захворювання COVID-19 – у людей, які були вакциновані",1,stopfake,29
В Україні скасували масковий режим,1,stopfake,29
Після вакцини від COVID-19 людина стає носієм інфекції,1,stopfake,29
Вакцина Pfizer викликає «довгострокові неврологічні порушення»,1,stopfake,29
ПЛР-тести – це наноантени для підключення до мережі 5G,1,stopfake,30
"У Великій Британії від побічних ефектів вакцини Pfizer померло більше людей, ніж від",1,stopfake,30
"У Швейцарії немає COVID-19, тому що там знаходиться ВООЗ",1,stopfake,30
"Антисептики калічать і вбивають, як і маски, локдауни та інші «божевільні вказівки»",1,stopfake,30
"Карантин не працює, а безсимптомні носії не передають коронавірус – фейки доктора Майка",1,stopfake,30
"Вчені зі Стенфордського університету довели, що маски при COVID-19 не дають користі",1,stopfake,30
Дворічна дитина померла після вакцини Pfizer – про це повідомляє VAERS,1,stopfake,30
ЄС знав про пандемію і заздалегідь готував паспорти вакцинації,1,stopfake,30
"Ті, хто відмовляються вакцинуватися, можуть бути щеплені за допомогою ПЛР-тесту",1,stopfake,30
"Пентагон створив чип під шкіру, який видаляє COVID-19 з крові",1,stopfake,30
"Південноафриканський штам COVID-19 поширюється серед вакцинованих у 8 разів швидше, ніж серед невакцинованих",1,stopfake,31
"Тести на COVID-19 містять в собі оксиран, який викликає рак",1,stopfake,31
ВООЗ не рекомендує носити маски,1,stopfake,31
В Ізраїлі вакцина від Pfizer «вбила» у 40 разів більше людей похилого віку,1,stopfake,31
"COVID-19 не виявлений у пробах, лабораторії США подали до суду на CDC",1,stopfake,31
Кремлівські ЗМІ хвалять темпи вакцинації в Росії і критикують Європу. Але у всіх країнах,1,stopfake,31
Комарі передають коронавірус,1,stopfake,31
Замість життєво необхідних ліків в Україні будуть закуповуватися «сумнівні ін’єкції»,1,stopfake,31
У складі вакцин від COVID-19 містяться смертельно небезпечні інгредієнти,1,stopfake,31
В Україні офіційно скасували Великдень і травневі свята,1,stopfake,31
"Усі, хто отримає мРНК-вакцину від COVID-19, помруть протягом 5 років",1,stopfake,32
Головна інфекціоністка Вінниччини відмовилася вакцинуватися від COVID-19,1,stopfake,32
"Відеофейк: До людей, які вакцинувалися, можна «підключитися» за допомогою вбудованого чипа",1,stopfake,32
Pfizer підписав угоду з Microsoft щодо інтеграції процесорного чипа у вакцину,1,stopfake,32
Коронавірус можна знищити дихальними вправами,1,stopfake,32
Відомий американський доктор Стів Хотзе про «експериментальну генну терапію»,1,stopfake,32
"Вакцини – це зброя масового ураження, вони «вимикають імунітет» людини",1,stopfake,32
Запаморочення від дезінформації – прокремлівські ЗМІ про програми вакцинації в Росії та сусідніх із,1,stopfake,32
COVID-19 виникає при вдиханні хімічних отрут,1,stopfake,32
Відеофейк: У вакцині від Pfizer під мікроскопом знайшли наночіпи,1,stopfake,32
Ще більше людей помиратимуть від вакцинації – МОЗ України,1,stopfake,33
Хвилі брехні і пандемія. COVID-19 як об’єкт дезінформації,1,stopfake,33
В Австрії не можна купити продукти без негативного ПЛР-тесту на COVID-19,1,stopfake,33
Фотофейк: У Бразилії мертвих «носять на одній руці» – пандемію інсценують,1,stopfake,33
ПЛР-тести на COVID-19 можуть бути заражені пріонами,1,stopfake,33
Прем’єр-міністр Баварії мінімум сім разів вакцинувався від COVID-19,1,stopfake,33
У масках і тестах на COVID-19 містяться «моргелони»,1,stopfake,33
"Путін заявив, що його приятель помер від COVID-19, тому що в ризькому інфекційному центрі",1,stopfake,33
У центрі німецького міста Лейпцига можуть перебувати тільки вакциновані люди в масках,1,stopfake,33
Під прикриттям пандемії COVID-19 уряд України «заганяє» громадян у застосунок «Дія»,1,stopfake,34
Вакцина від коронавірусу не здатна зменшити смертність від COVID-19,1,stopfake,34
"Президента Танзанії вбили, тому що він до кінця не вірив у «короністерію»",1,stopfake,34
"У вакцинах від COVID-19 містяться важкі метали, які працюють за принципом чипів",1,stopfake,34
Українців почали таємно щеплювати російською вакциною,1,stopfake,34
"Вакцина від COVID-19 перетворить людину на ГМО і «ходячий мобільник», – фейки",1,stopfake,34
Розробник вакцини від COVID-19 проговорився про стерилізацію населення,1,stopfake,34
Лікарні в Україні «необґрунтовано» зайняті пацієнтами із COVID-19,1,stopfake,34
В Україні виявили не відомий світу агресивний штам COVID-19,1,stopfake,34
Вакцина від AstraZeneca (Covishield) містить у своєму складі вірус шимпанзе і абортовані людські,1,stopfake,34
Відео з вакцинацією від COVID-19 – підроблені,1,stopfake,35
"«Несподівані смерті» людей, що заперечували COVID-19",1,stopfake,35
СDC змінив свою позицію щодо зв’язку вакцин і аутизму під тиском антивакцинаторів,1,stopfake,35
У Черкаській області після вакцинації від COVID-19 померли 107 людей,1,stopfake,35
ПЛР-тести видали вірус грипу за COVID-19 – дослідження,1,stopfake,35
Урядам вигідна масова «ковідна істерія»,1,stopfake,35
Після вакцини від COVID-19 помре 30% населення Землі,1,stopfake,35
Вакцина Oxford / AstraZeneca (Covishield) здатна модифікувати ДНК людини,1,stopfake,35
